Date,Day,Breakfast,Plates in Phase 1,Plates in Phase 2,Plates in Phase 3,Plates in Phase 4,Plate Dum,Event,Next Day Reduction,Total Students
2022-10-29,weekend,"Ajwani Paratha, Aloo Tamatar, Banana",110,424,349,551,1451,False,False,1434
2022-10-30,weekend,"Pao, Bhaji and Mix Fruit",62,316,274,356,1052,True,True,1008
2022-10-31,weekday,Sooji Upma and Peanut Chutney,127,499,472,463,1605,False,False,1561
2022-11-01,weekday,"Poori Matar Masala, Boiled Egg and Banana",115,486,313,454,1381,False,False,1368
2022-11-02,weekday,"Ajwani Paratha, Aloo Tamatar, Banana",84,508,424,544,1602,False,False,1560
2022-11-03,weekday,Vermicelli Upma and Mix Fruits,108,473,322,573,1517,False,False,1476
2022-11-04,weekday,"Poha, Egg Bhurji, Mix Fruit",107,461,303,498,1416,False,False,1369
2022-11-05,weekend,"Poori Matar Masala, Boiled Egg and Banana",93,530,462,517,1636,False,False,1602
2022-11-06,weekend,"Ajwani Paratha, Aloo Tamatar, Banana",102,541,395,486,1560,False,False,1524
2022-11-07,weekday,"Aloo Paratha, Curd, Orange",104,511,477,553,1679,False,False,1645
2022-11-08,weekday,"Aloo Paratha, Curd, Orange",98,412,451,535,1519,False,False,1496
2022-11-09,weekday,"Pao, Bhaji and Mix Fruit",114,558,373,544,1619,False,False,1589
2022-11-10,weekday,Vermicelli Upma and Mix Fruits,88,491,422,495,1538,False,False,1496
2022-11-11,weekday,"Poori Matar Masala, Boiled Egg and Banana",103,498,402,561,1578,False,False,1564
2022-11-12,weekend,"Ajwani Paratha, Aloo Tamatar, Banana",76,581,420,467,1590,False,False,1544
2022-11-13,weekend,Vermicelli Upma and Mix Fruits,40,426,474,590,1553,False,False,1530
2022-11-14,weekday,"Ajwani Paratha, Aloo Tamatar, Banana",77,560,428,588,1699,False,False,1653
2022-11-15,weekday,"Aloo Paratha, Curd, Orange",105,536,334,488,1486,False,False,1463
2022-11-16,weekday,Vermicelli Upma and Mix Fruits,107,576,498,545,1752,False,False,1726
2022-11-17,weekday,"Aloo Paratha, Curd, Orange",127,535,413,571,1673,False,False,1646
2022-11-18,weekday,"Poori Matar Masala, Boiled Egg and Banana",91,514,428,495,1548,False,False,1528
2022-11-19,weekend,"Poha, Egg Bhurji, Mix Fruit",89,572,429,458,1586,False,False,1548
2022-11-20,weekend,"Ajwani Paratha, Aloo Tamatar, Banana",111,501,416,560,1618,False,False,1588
2022-11-21,weekday,"Aloo Paratha, Curd, Orange",49,303,281,307,990,True,True,940
2022-11-22,weekday,"Ajwani Paratha, Aloo Tamatar, Banana",117,412,312,529,1420,False,False,1370
2022-11-23,weekday,Sooji Upma and Peanut Chutney,129,461,380,469,1457,False,False,1439
2022-11-24,weekday,"Pao, Bhaji and Mix Fruit",106,453,461,561,1591,False,False,1581
2022-11-25,weekday,"Aloo Paratha, Curd, Orange",78,465,456,467,1505,False,False,1466
2022-11-26,weekend,Sooji Upma and Peanut Chutney,53,281,206,363,937,True,True,903
2022-11-27,weekend,"Poori Matar Masala, Boiled Egg and Banana",61,480,494,475,1552,False,False,1510
2022-11-28,weekday,Vermicelli Upma and Mix Fruits,95,492,321,544,1471,False,False,1452
2022-11-29,weekday,"Pao, Bhaji and Mix Fruit",104,539,314,468,1439,False,False,1425
2022-11-30,weekday,"Pao, Bhaji and Mix Fruit",79,593,458,544,1696,False,False,1674
2022-12-01,weekday,"Poori Matar Masala, Boiled Egg and Banana",98,596,334,493,1543,False,False,1521
2022-12-02,weekday,"Aloo Paratha, Curd, Orange",109,482,489,561,1675,False,False,1641
2022-12-03,weekend,"Poha, Egg Bhurji, Mix Fruit",65,504,399,465,1478,False,False,1433
2022-12-04,weekend,"Aloo Paratha, Curd, Orange",110,458,474,472,1533,False,False,1514
2022-12-05,weekday,"Poha, Egg Bhurji, Mix Fruit",114,474,398,551,1554,False,False,1537
2022-12-06,weekday,Sooji Upma and Peanut Chutney,93,442,414,552,1517,False,False,1501
2022-12-07,weekday,"Pao, Bhaji and Mix Fruit",110,438,437,582,1587,False,False,1567
2022-12-08,weekday,Sooji Upma and Peanut Chutney,78,577,423,540,1659,False,False,1618
2022-12-09,weekday,"Poori Matar Masala, Boiled Egg and Banana",109,566,364,523,1589,False,False,1562
2022-12-10,weekend,"Ajwani Paratha, Aloo Tamatar, Banana",124,422,495,493,1578,False,False,1534
2022-12-11,weekend,"Poori Matar Masala, Boiled Egg and Banana",50,422,363,566,1435,False,False,1401
2022-12-12,weekday,"Ajwani Paratha, Aloo Tamatar, Banana",77,451,417,597,1586,False,False,1542
2022-12-13,weekday,Sooji Upma and Peanut Chutney,80,412,465,544,1514,False,False,1501
2022-12-14,weekday,"Ajwani Paratha, Aloo Tamatar, Banana",75,540,477,510,1623,False,False,1602
2022-12-15,weekday,Sooji Upma and Peanut Chutney,119,485,416,527,1592,False,False,1547
2022-12-16,weekday,Vermicelli Upma and Mix Fruits,88,502,355,599,1565,False,False,1544
2022-12-17,weekend,Sooji Upma and Peanut Chutney,61,269,194,325,877,True,True,849
2022-12-18,weekend,Sooji Upma and Peanut Chutney,6,281,255,354,934,True,True,896
2022-12-19,weekday,"Aloo Paratha, Curd, Orange",120,414,427,545,1549,False,False,1506
2022-12-20,weekday,Vermicelli Upma and Mix Fruits,76,457,320,553,1448,False,False,1406
2022-12-21,weekday,"Aloo Paratha, Curd, Orange",129,456,366,564,1562,False,False,1515
2022-12-22,weekday,"Ajwani Paratha, Aloo Tamatar, Banana",93,427,337,452,1355,False,False,1309
2022-12-23,weekday,"Poha, Egg Bhurji, Mix Fruit",102,460,451,487,1536,False,False,1500
2022-12-24,weekend,"Ajwani Paratha, Aloo Tamatar, Banana",1,486,472,465,1436,False,False,1424
2022-12-25,weekend,"Poori Matar Masala, Boiled Egg and Banana",79,513,417,546,1577,False,False,1555
2022-12-26,weekday,"Pao, Bhaji and Mix Fruit",65,249,249,288,896,True,True,851
2022-12-27,weekday,"Pao, Bhaji and Mix Fruit",85,587,357,589,1628,False,False,1618
2022-12-28,weekday,"Poha, Egg Bhurji, Mix Fruit",112,429,307,476,1342,False,False,1324
2022-12-29,weekday,"Poori Matar Masala, Boiled Egg and Banana",115,427,447,580,1586,False,False,1569
2022-12-30,weekday,"Poha, Egg Bhurji, Mix Fruit",125,578,327,562,1634,False,False,1592
2022-12-31,weekend,"Poori Matar Masala, Boiled Egg and Banana",63,584,349,518,1557,False,False,1514
2023-01-01,weekend,"Pao, Bhaji and Mix Fruit",21,494,405,515,1450,False,False,1435
2023-01-02,weekday,"Ajwani Paratha, Aloo Tamatar, Banana",107,532,475,470,1596,False,False,1584
2023-01-03,weekday,Vermicelli Upma and Mix Fruits,103,518,345,575,1590,False,False,1541
2023-01-04,weekday,"Aloo Paratha, Curd, Orange",79,524,344,583,1542,False,False,1530
2023-01-05,weekday,"Poha, Egg Bhurji, Mix Fruit",94,539,421,534,1604,False,False,1588
2023-01-06,weekday,"Poori Matar Masala, Boiled Egg and Banana",128,584,485,497,1705,False,False,1694
2023-01-07,weekend,"Ajwani Paratha, Aloo Tamatar, Banana",29,539,456,554,1627,False,False,1578
